,IPSrcType,IPDstType,Dur,Proto,sTos,dTos,OutBytes,InBytes,TotPkts,TotBytes,BytesPerSec,BytesPerPkt,PktsPerSec,RatioOutIn,SrcState_F,DstState_F,SrcState_S,DstState_S,SrcState_P,DstState_P,SrcState_A,DstState_A,SrcState_R,DstState_R,SrcState_C,DstState_C,SrcState_E,DstState_E,->,>,<-,<->,SrcPort_Private,SrcPort_Registered,SrcPort_Well_Known,DstPort_Private,DstPort_Registered,DstPort_Well_Known,Label
1788658,1,0,61.256313,0,0.0,0.0,437,639,10,1076,17.56553646968599,107.6,0.16324848020154267,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1790720,1,0,61.273323,0,0.0,0.0,437,579,9,1016,16.58144115996451,112.88888888888887,0.14688284492094544,0.7547495682210709,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1792521,1,0,61.271336,0,0.0,0.0,437,639,10,1076,17.561229609878264,107.6,0.16320845362340394,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1795152,1,0,74.206772,0,0.0,0.0,621,639,13,1260,16.97958240253329,96.92307692307692,0.17518616764518471,0.9718309859154929,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1798976,1,0,61.255692,0,0.0,0.0,437,639,10,1076,17.565714546168216,107.6,0.16325013518743695,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1801338,1,0,61.271263,0,0.0,0.0,437,639,10,1076,17.561250532733432,107.6,0.16320864807373076,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1803127,1,0,61.256203,0,0.0,0.0,437,639,10,1076,17.56556801276109,107.6,0.16324877335279825,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1806229,1,0,61.270023,0,0.0,0.0,437,639,10,1076,17.561605942272948,107.6,0.16321195113636566,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1819776,1,0,70.509628,0,0.0,0.0,561,639,12,1200,17.018952362080253,100.0,0.17018952362080253,0.8779342723004695,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1834812,1,0,61.256432,0,0.0,0.0,437,639,10,1076,17.565502345941404,107.6,0.1632481630663699,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1839070,1,0,61.257164,0,0.0,0.0,437,639,10,1076,17.565292444815107,107.6,0.16324621231240805,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1840839,1,0,61.269592,0,0.0,0.0,437,639,10,1076,17.5617294791191,107.6,0.1632130992483188,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1842318,1,0,61.25663,0,0.0,0.0,437,639,10,1076,17.565445568912295,107.6,0.16324763539881315,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1843919,1,0,66.45444499999999,0,0.0,0.0,437,639,10,1076,16.191542943440428,107.6,0.1504790236379222,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1845363,1,0,61.256432,0,0.0,0.0,437,639,10,1076,17.565502345941404,107.6,0.1632481630663699,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1847071,1,0,61.254677,0,0.0,0.0,437,639,10,1076,17.566005612926507,107.6,0.16325284026883366,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1848512,1,0,61.270836,0,0.0,0.0,437,639,10,1076,17.561372918104134,107.6,0.1632097854842392,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1850206,1,0,61.271526,0,0.0,0.0,437,639,10,1076,17.561175153365692,107.6,0.16320794752198595,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1851660,1,0,61.255962,0,0.0,0.0,437,639,10,1076,17.56563712116708,107.6,0.16324941562422934,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1853509,1,0,64.160294,0,0.0,0.0,497,579,10,1076,16.770496718733867,107.6,0.15585963493247088,0.8583765112262521,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1855355,1,0,61.27179,0,0.0,0.0,437,639,10,1076,17.561099488035193,107.6,0.16320724431259476,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1857437,1,0,61.266666,0,0.0,0.0,437,639,10,1076,17.562568199810322,107.6,0.16322089405028176,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1859505,1,0,61.271622,0,0.0,0.0,437,639,10,1076,17.561147638624615,107.6,0.16320769180877895,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1861025,1,0,73.23565699999997,0,0.0,0.0,621,639,13,1260,17.204734027305857,96.92307692307692,0.1775091605991874,0.9718309859154929,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1862760,1,0,64.149178,0,0.0,0.0,497,639,11,1136,17.708722627747463,103.27272727272728,0.17147530713487866,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1864132,1,0,61.256207,0,0.0,0.0,437,639,10,1076,17.565566865738198,107.6,0.16324876269273414,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1867440,1,0,61.272236,0,0.0,0.0,437,639,10,1076,17.560971660965663,107.6,0.16320605632867716,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1870503,1,0,61.255058,0,0.0,0.0,437,639,10,1076,17.565896354224332,107.6,0.163251824853386,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1872904,1,0,64.190025,0,0.0,0.0,572,699,12,1271,19.8005842808131,105.91666666666669,0.1869449342012252,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1874551,1,0,64.305389,0,0.0,0.0,572,699,12,1271,19.7650619919273,105.91666666666669,0.1866095546051358,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1876142,1,0,64.180748,0,0.0,0.0,572,699,12,1271,19.80344635434913,105.91666666666669,0.1869719561386228,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1877604,1,0,64.296242,0,0.0,0.0,572,639,11,1211,18.834693324689177,110.0909090909091,0.17108309378330386,0.8951486697965572,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1879119,1,0,61.270802,0,0.0,0.0,437,639,10,1076,17.561382663148425,107.6,0.1632098760515653,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1880413,1,0,61.256008,0,0.0,0.0,437,639,10,1076,17.56562393030901,107.6,0.1632492930326116,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1881895,1,0,67.255104,0,0.0,0.0,499,639,11,1138,16.920648877444304,103.45454545454544,0.16355635997529644,0.7809076682316118,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1883398,1,0,61.27177800000001,0,0.0,0.0,437,639,10,1076,17.561102927354252,107.6,0.1632072762765265,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1885019,1,0,61.27016800000001,0,0.0,0.0,437,639,10,1076,17.561564381543718,107.6,0.16321156488423533,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1886431,1,0,70.103615,0,0.0,0.0,632,699,13,1331,18.986182096315574,102.3846153846154,0.18543979508046765,0.9041487839771102,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1888252,1,0,61.257198,0,0.0,0.0,437,639,10,1076,17.565282695431158,107.6,0.16324612170475053,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1889765,1,0,64.379509,0,0.0,0.0,572,699,12,1271,19.742306515571588,105.91666666666669,0.18639471139800087,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1891393,1,0,61.270645,0,0.0,0.0,437,639,10,1076,17.561427662463814,107.6,0.1632102942608161,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1892824,1,0,61.256126,0,0.0,0.0,437,639,10,1076,17.565590092981072,107.6,0.1632489785593036,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1894315,1,0,64.120239,0,0.0,0.0,572,639,11,1211,18.88639248521828,110.0909090909091,0.17155269804905127,0.8951486697965572,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1895732,1,0,61.255852,0,0.0,0.0,437,639,10,1076,17.565668664603667,107.6,0.1632497087788445,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1897354,1,0,61.270908,0,0.0,0.0,437,639,10,1076,17.56135228157546,107.6,0.1632095936949392,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1898748,1,0,61.257454,0,0.0,0.0,437,639,10,1076,17.565209288652447,107.6,0.16324543948561754,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1900344,1,0,63.9856,0,0.0,0.0,499,639,11,1138,17.785251681628367,103.45454545454544,0.17191368057813008,0.7809076682316118,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1902005,1,0,61.270634,0,0.0,0.0,437,579,9,1016,16.582168873917645,112.88888888888887,0.1468892912059634,0.7547495682210709,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1903608,1,0,61.270546,0,0.0,0.0,437,639,10,1076,17.561456037946847,107.6,0.16321055797348372,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1905366,1,0,61.25672900000001,0,0.0,0.0,437,639,10,1076,17.56541718053538,107.6,0.16324737156631394,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1907081,1,0,61.272808,0,0.0,0.0,437,639,10,1076,17.560807724039677,107.6,0.1632045327512981,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1910245,1,0,64.240181,0,0.0,0.0,497,639,11,1136,17.683636352145395,103.27272727272728,0.171232394254929,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1913812,1,0,61.255962,0,0.0,0.0,437,639,10,1076,17.56563712116708,107.6,0.16324941562422934,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1917822,1,0,64.130096,0,0.0,0.0,572,639,11,1211,18.88348958654296,110.0909090909091,0.17152632985299135,0.8951486697965572,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1921753,1,0,70.589226,0,0.0,0.0,557,639,12,1196,16.94309553698747,99.66666666666669,0.16999761408348635,0.8716744913928013,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1925843,1,0,64.149582,0,0.0,0.0,572,699,12,1271,19.81306752708069,105.91666666666669,0.1870627933319971,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1929853,1,0,61.25565699999999,0,0.0,0.0,437,639,10,1076,17.565724582792413,107.6,0.1632502284646135,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1933969,1,0,64.280579,0,0.0,0.0,499,639,11,1138,17.70363642804151,103.45454545454544,0.1711247809388898,0.7809076682316118,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1938158,1,0,61.257935,0,0.0,0.0,437,639,10,1076,17.565071365856518,107.6,0.1632441576752465,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1941955,1,0,61.256672,0,0.0,0.0,437,639,10,1076,17.56543352534725,107.6,0.16324752346976998,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1946214,1,0,64.156166,0,0.0,0.0,497,639,11,1136,17.706793763205866,103.27272727272728,0.17145662974935255,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1950114,1,0,61.271851,0,0.0,0.0,437,639,10,1076,17.56108200485081,107.6,0.16320708182946847,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1953908,1,0,64.19549599999999,0,0.0,0.0,437,639,10,1076,16.761300512422245,107.6,0.15577416833106175,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1957440,1,0,61.255665,0,0.0,0.0,437,639,10,1076,17.565722288705867,107.6,0.1632502071441066,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1961551,1,0,64.53520999999999,0,0.0,0.0,572,639,11,1211,18.76495017216184,110.0909090909091,0.1704495886818994,0.8951486697965572,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1965592,1,0,18.534645,0,0.0,0.0,587,182,9,769,41.48986937705038,85.44444444444444,0.485577144854946,3.2252747252747254,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1967713,1,0,64.89613299999999,0,0.0,0.0,499,639,11,1138,17.53571356863436,103.45454545454544,0.16950162500437432,0.7809076682316118,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1969110,1,0,154.74353,0,0.0,0.0,827,579,13,1406,9.086001850933606,108.15384615384615,0.08400997443964217,1.4283246977547497,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1971089,1,0,92.33551,0,0.0,0.0,561,639,12,1200,12.99608352192997,100.0,0.12996083521929971,0.8779342723004695,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1972760,1,0,67.692657,0,0.0,0.0,499,639,11,1138,16.811276886354158,103.45454545454544,0.1624991614673952,0.7809076682316118,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1976248,1,0,61.282166,0,0.0,0.0,437,639,10,1076,17.558126127591507,107.6,0.16317961085122218,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1980287,1,0,61.27031700000001,0,0.0,0.0,437,639,10,1076,17.561521674516555,107.6,0.16321116797877835,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1984285,1,0,61.25625600000001,0,0.0,0.0,437,579,9,1016,16.58606102207748,112.88888888888887,0.14692376889635564,0.7547495682210709,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1987748,1,0,61.256447,0,0.0,0.0,437,639,10,1076,17.56549804463847,107.6,0.1632481230914356,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1991217,1,0,66.93956800000001,0,0.0,0.0,559,639,12,1198,17.896739339578644,99.83333333333331,0.17926617034636372,0.8748043818466353,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1995219,1,0,64.209686,0,0.0,0.0,572,699,12,1271,19.79452134371129,105.91666666666669,0.1868876916794142,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1999227,1,0,61.27581800000001,0,0.0,0.0,437,639,10,1076,17.559945099386514,107.6,0.16319651579355496,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2002980,1,0,61.266075,0,0.0,0.0,437,639,10,1076,17.562737616209294,107.6,0.16322246855213102,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2006465,1,0,61.288815,0,0.0,0.0,437,639,10,1076,17.556221310527867,107.6,0.16316190809040768,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2010113,1,0,61.304752,0,0.0,0.0,437,639,10,1076,17.551657333186828,107.6,0.1631194919441155,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2013313,1,0,61.30191800000001,0,0.0,0.0,437,639,10,1076,17.55246874983585,107.6,0.1631270329910395,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2017350,1,0,61.301125,0,0.0,0.0,437,639,10,1076,17.552695811047517,107.6,0.16312914322534866,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2021030,1,0,63.800316,0,0.0,0.0,437,639,10,1076,16.86512022918507,107.6,0.15673903558722185,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2024646,1,0,61.30080400000001,0,0.0,0.0,437,639,10,1076,17.552787725263766,107.6,0.16312999744668927,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2028192,1,0,61.300446,0,0.0,0.0,437,639,10,1076,17.55289023508899,107.6,0.16313095014023227,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2031854,1,0,64.412788,0,0.0,0.0,499,639,11,1138,17.66729923256854,103.45454545454544,0.1707735426698189,0.7809076682316118,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2035802,1,0,64.42133299999999,0,0.0,0.0,572,699,12,1271,19.7294892982112,105.91666666666669,0.186273699117651,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2039816,1,0,61.300663,0,0.0,0.0,437,639,10,1076,17.55282809910229,107.6,0.16313037266823688,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2043803,1,0,64.299591,0,0.0,0.0,497,639,11,1136,17.66729744828392,103.27272727272728,0.17107418303796051,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2047541,1,0,66.715424,0,0.0,0.0,572,699,12,1271,19.051066811776536,105.91666666666669,0.17986845140937724,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2051399,1,0,61.28619000000001,0,0.0,0.0,437,639,10,1076,17.556973275708607,107.6,0.16316889661439224,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2055053,1,0,61.286713,0,0.0,0.0,437,639,10,1076,17.556823450459813,107.6,0.16316750418642945,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2058657,1,0,61.30321899999999,0,0.0,0.0,437,639,10,1076,17.552096244733903,107.6,0.16312357104771286,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2062594,1,0,70.012863,0,0.0,0.0,497,639,11,1136,16.225589860537482,103.27272727272728,0.15711398632562704,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2066646,1,0,61.304928,0,0.0,0.0,437,639,10,1076,17.551606944224776,107.6,0.16311902364521166,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2071144,1,0,61.313293,0,0.0,0.0,437,639,10,1076,17.549212370635516,107.6,0.1630967692438245,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2075201,1,0,61.31300699999999,0,0.0,0.0,437,639,10,1076,17.549294230504795,107.6,0.16309753002327876,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2077443,1,0,61.306339,0,0.0,0.0,437,639,10,1076,17.551202984082934,107.6,0.1631152693688005,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2078951,1,0,61.287746,0,0.0,0.0,437,639,10,1076,17.556527531621086,107.6,0.16316475401134836,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2080289,1,0,61.296413,0,0.0,0.0,437,639,10,1076,17.554045128219823,107.6,0.16314168334776782,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2081815,1,0,61.301804,0,0.0,0.0,437,639,10,1076,17.55250139131305,107.6,0.16312733635049306,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2083240,1,0,61.287861,0,0.0,0.0,437,639,10,1076,17.556494588708194,107.6,0.1631644478504479,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2084620,1,0,61.298279,0,0.0,0.0,437,639,10,1076,17.553510760065546,107.6,0.16313671710098093,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2086096,1,0,64.4645,0,0.0,0.0,497,639,11,1136,17.622102087195273,103.27272727272728,0.1706365519006585,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2087580,1,0,61.287769,0,0.0,0.0,437,639,10,1076,17.556520943028616,107.6,0.16316469277907636,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2088884,1,0,64.202003,0,0.0,0.0,499,639,11,1138,17.725303679388322,103.45454545454544,0.17133421834206636,0.7809076682316118,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2090330,1,0,61.318836,0,0.0,0.0,437,639,10,1076,17.54762598559438,107.6,0.16308202588842358,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2091651,1,0,61.311321,0,0.0,0.0,437,639,10,1076,17.549776818542203,107.6,0.16310201504221386,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2093218,1,0,61.303864,0,0.0,0.0,437,639,10,1076,17.551911572817012,107.6,0.1631218547659573,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2094476,1,0,61.28720500000001,0,0.0,0.0,437,639,10,1076,17.556682508200527,107.6,0.1631661943141313,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2096363,1,0,61.288013,0,0.0,0.0,437,639,10,1076,17.55645104696085,107.6,0.16316404318736846,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2098006,1,0,61.297642,0,0.0,0.0,437,639,10,1076,17.553693174690142,107.6,0.1631384124041835,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2099910,1,0,70.209816,0,0.0,0.0,572,699,12,1271,18.10288179647131,105.91666666666669,0.17091627187856467,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2101547,1,0,64.141464,0,0.0,0.0,497,639,11,1136,17.71085237468231,103.27272727272728,0.1714959296844238,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2103195,1,0,64.313843,0,0.0,0.0,497,639,11,1136,17.66338236077729,103.27272727272728,0.17103627285963924,0.7777777777777778,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2104629,1,0,61.28672,0,0.0,0.0,437,579,9,1016,16.57781653186857,112.88888888888887,0.14685073699489876,0.7547495682210709,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2106034,1,0,61.302387,0,0.0,0.0,437,639,10,1076,17.552334462930457,107.6,0.16312578497147265,0.6838810641627543,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2107223,1,0,64.321609,0,0.0,0.0,572,699,12,1271,19.760077830142592,105.91666666666669,0.1865624972161377,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2109100,1,0,64.202065,0,0.0,0.0,572,699,12,1271,19.796871019647106,105.91666666666669,0.1869098758739302,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
2110592,1,0,64.200745,0,0.0,0.0,572,699,12,1271,19.797278053393303,105.91666666666669,0.1869137188361288,0.8183118741058655,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
